"Time Killer (2002)","Time Killer",2002
"Tip 2 (1990)","Tip 2",1990
"Titanes en el ring contraataca (1983)","Titanes en el ring contraataca",1983
"To Please One Woman (1920)","To Please One Woman",1920
"Tobago menjajet kurs (1966)","Tobago menjajet kurs",1966
"Toboy Tobaye (1974)","Toboy Tobaye",1974
"Toda una vida","Toda una vida",1981
"Tom, Dick and Harriet","Tom, Dick and Harriet",1983
"Tongdang wansui (1989)","Tongdang wansui",1989
"Tony's Big Brother (1993) (V)","Tony's Big Brother",1993
"Tor zum Garten der Träume, Das (1977) (TV)","Tor zum Garten der Träume, Das",1977
"Torchy Plays with Dynamite (1939)","Torchy Plays with Dynamite",1939
"Toreador (1909)","Toreador",1909
"Tortured Passions (1994) (V)","Tortured Passions",1994
"Toruko 110-ban: monzetsu kurage (1978)","Toruko 110-ban: monzetsu kurage",1978
"Trails of the Golden West (1931)","Trails of the Golden West",1931
"Train de plaisir (1936)","Train de plaisir",1936
"Tramps (1897)","Tramps",1897
"Transaction (1986) (V)","Transaction",1986
"Trapped (1996) (V)","Trapped",1996
"Trastevere (1971)","Trastevere",1971
"Traum des Hauptmann Loy, Der (1961)","Traum des Hauptmann Loy, Der",1961
"Trauma (1962)","Trauma",1962
"Tres historias de amor (1978)","Tres historias de amor",1978
"Trials of Life (1997) (TV)","Trials of Life",1997
"Trials of Rosie O'Neill, The","Trials of Rosie O'Neill, The",1991
"Trip Around the Union Loop (1903)","Trip Around the Union Loop",1903
"Triple Play: Roger Corman, Hollywood's Wild Angel (1980)","Triple Play: Roger Corman, Hollywood's Wild Angel",1980
"Trois couronnes du matelot, Les (1983)","Trois couronnes du matelot, Les",1983
"Tronco do Ipê, O","Tronco do Ipê, O",1982
"Tu-no (1999)","Tu-no",1999
"Tu, mi amor... (1998)","Tu, mi amor...",1998
"Tudo é Música (1957)","Tudo é Música",1957
"Tunnel (1968)","Tunnel",1968
"Twins' Tea Party, The (1897)","Twins' Tea Party, The",1897
"Two Roaming Champs (1950)","Two Roaming Champs",1950
"U nikh yest rodina (1950)","U nikh yest rodina",1950
"Uit onze zwarte vijvers (2000) (TV)","Uit onze zwarte vijvers",2000
"Ukhodya, ostayutsya (1987)","Ukhodya, ostayutsya",1987
"Ukiyoe zangoku monogatari (1968)","Ukiyoe zangoku monogatari",1968
"Un per l'altre, L'","Un per l'altre, L'",-1
"Und tschüss! - Ballermann olé (1997) (TV)","Und tschüss! - Ballermann olé",1997
"Under a Flag of Truce (1912)","Under a Flag of Truce",1912
"Under Polarkredsens himmel (1921)","Under Polarkredsens himmel",1921
"Unknown Cyclist, The (1998)","Unknown Cyclist, The",1998
"Unmaiyaian Vetri (1950)","Unmaiyaian Vetri",1950
"Unmasked (1929)","Unmasked",1929
"Unstrung Heroes (1995)","Unstrung Heroes",1995
"Unsullied Shield, An (1913)","Unsullied Shield, An",1913
"Up in Mabel's Room (1944)","Up in Mabel's Room",1944
"Utgo saneun Park Seo-bang (1972)","Utgo saneun Park Seo-bang",1972
"Último Vôo do Condor, O (1982)","Último Vôo do Condor, O",1982
"V trestném území (1947)","V trestném území",1947
"Valentina","Valentina",1993
"Valet maître, Le (1941)","Valet maître, Le",1941
"Valley of the Giants (1938)","Valley of the Giants",1938
"Vamos juntos","Vamos juntos",1979
"Varavu Ettana Selavu Pathana (1994)","Varavu Ettana Selavu Pathana",1994
"Vase srce je u vasim rukama (1977)","Vase srce je u vasim rukama",1977
"Vatsa sisään, rinta ulos! (1959)","Vatsa sisään, rinta ulos!",1959
"Veer Bhimsen (1923)","Veer Bhimsen",1923
"Veine, La (1928)","Veine, La",1928
"Velké prání (1981)","Velké prání",1981
"Veneno para las hadas (1984)","Veneno para las hadas",1984
"Vera (1980)","Vera",1980
"Verano azul","Verano azul",1978
"Vérité nue, La (2001)","Vérité nue, La",2001
"VH-1 to One: Paula Abdul (1992) (TV)","VH-1 to One: Paula Abdul",1992
"Viagem ao Céu da Boca (1981)","Viagem ao Céu da Boca",1981
"Victim, The (1930)","Victim, The",1930
"Vida total","Vida total",-1
"Videostar: The Magazine On Tape (1992) (V)","Videostar: The Magazine On Tape",1992
"Virginian, The (2000) (TV)","Virginian, The",2000
"Vita da cani (1950)","Vita da cani",1950
"Vita jela zelen bor (1967)","Vita jela zelen bor",1967
"Viva Cariri (1969)","Viva Cariri",1969
"Vo l'dakh okeana (1953)","Vo l'dakh okeana",1953
"Voice of Hollywood No. 3, The (1929)","Voice of Hollywood No. 3, The",1929
"Voices, The (1955) (TV)","Voices, The",1955
"Voiture électronique, La (1970)","Voiture électronique, La",1970
"Vow to Kill, A (1995) (TV)","Vow to Kill, A",1995
"Voz del deber, La (1927)","Voz del deber, La",1927
"Wall Street Tragedy (1916)","Wall Street Tragedy",1916
"Warning: Parental Advisory (2002) (TV)","Warning: Parental Advisory",2002
"Was She There (1997) (TV)","Was She There",1997
"Wastelands (1993)","Wastelands",1993
"Waterloo po cesku (2002)","Waterloo po cesku",2002
"Way of a Man with a Maid, The (1912)","Way of a Man with a Maid, The",1912
"Way of the World, The (1920)","Way of the World, The",1920
"Wedding on the Volga, The (1929)","Wedding on the Volga, The",1929
"Weekend In Diego (2000) (V)","Weekend In Diego",2000
"Wei le liu shi yi ge jie ji xiong di (1960)","Wei le liu shi yi ge jie ji xiong di",1960
"Weiße Stadt, Die (1980) (TV)","Weiße Stadt, Die",1980
"Weryfikacja (1987)","Weryfikacja",1987
"Wette um eine Seele, Die (1918)","Wette um eine Seele, Die",1918
"When Baby Forgot (1917)","When Baby Forgot",1917
"When Changing Rooms Met Ground Force II (2000) (TV)","When Changing Rooms Met Ground Force II",2000
"Where Our Strength Lies (1971)","Where Our Strength Lies",1971
"Where the Buffalo Roam (1966) (TV)","Where the Buffalo Roam",1966
"White Peak Farm","White Peak Farm",1988
"Who Killed Doc Robbin? (1948)","Who Killed Doc Robbin?",1948
"Wild Pair, The (1987)","Wild Pair, The",1987
"Wilderness of Youth (1922)","Wilderness of Youth",1922
"Wind of Changes, The (1996)","Wind of Changes, The",1996
"Winning Lines","Winning Lines",2000
"Wives of the Prophet, The (1926)","Wives of the Prophet, The",1926
"Wonhanui gongdongmyuji (1983)","Wonhanui gongdongmyuji",1983
"Woof! Woof! Uncle Matty's Guide to Dog Training (1997) (V)","Woof! Woof! Uncle Matty's Guide to Dog Training",1997
"Word's Fail (2000)","Word's Fail",2000
"Wozu denn über diese Leute einen Film (1980)","Wozu denn über diese Leute einen Film",1980
"WWF Attitude (1999) (VG)","WWF Attitude",1999
"Xi ya tu da tu sha (1989)","Xi ya tu da tu sha",1989
"Xiao wu shi (1969)","Xiao wu shi",1969
"Xu gu du chun meng (1932)","Xu gu du chun meng",1932
"Ya shagayu po Moskve (1963)","Ya shagayu po Moskve",1963
"Yank in Viet-Nam, A (1964)","Yank in Viet-Nam, A",1964
"Yearning for Love (1926)","Yearning for Love",1926
"Yeomen of the Guard, The (1978) (TV)","Yeomen of the Guard, The",1978
"Yeux ouverts, Les (1913)","Yeux ouverts, Les",1913
"Yokai ningen bem","Yokai ningen bem",1969
"Yorokobi mo kanashimi mo ikutoshitsuki (1957)","Yorokobi mo kanashimi mo ikutoshitsuki",1957
"You Can't Stop on a Dime (1954)","You Can't Stop on a Dime",1954
"You jian chin tian (1981)","You jian chin tian",1981
"Young People's Concerts: Holst - Planets, The (1972) (TV)","Young People's Concerts: Holst - Planets, The",1972
"Young Sherlock: The Mystery of the Manor House","Young Sherlock: The Mystery of the Manor House",1982
"Youthquake! (1975)","Youthquake!",1975
"Zahrada (1968)","Zahrada",1968
"Zao zhi dang cu wo bu jia (1956)","Zao zhi dang cu wo bu jia",1956
"Zarte Saftmösen (1997) (V)","Zarte Saftmösen",1997
"Zatoichi sakate giri (1965)","Zatoichi sakate giri",1965
"Zendegi dar meh (1999)","Zendegi dar meh",1999
"Zhong huan ying xiong (1991)","Zhong huan ying xiong",1991
"Zoku Showa hito keta shachô tai futaketa shain: Getsu-getsu kasui moku kinkin (1971)","Zoku Showa hito keta shachô tai futaketa shain: Getsu-getsu kasui moku kinkin",1971
"Ztráta pameti","Ztráta pameti",2001
"Zycie za zycie (1991)","Zycie za zycie",1991
