351539,"White, Jules","Andy Clyde Gets Spring Chicken (1939)","producer"
351560,"White, Jules","Boobs in Arms (1940)","producer"
351564,"White, Jules","Booty and the Beast (1953)","producer"
351802,"White, Jules","Skinny the Moocher (1939)","producer"
352676,"Wiehle-Timm, Heike","Dumm gelaufen (1997)","producer"
352748,"Wiesenthal, Sam","All Mine to Give (1958)","producer"
354176,"Williamson, Andrew (I)","Sk8 Life (2004)","associate producer"
354177,"Williamson, Andrew (I)","Sk8 Life (2004)","producer"
354576,"Wilson, Carey (I)","Failure at Fifty, A (1940)","producer"
355663,"Winter, Donna (II)","Girl Talk (2001)","producer"
355914,"Wintle, Julian","Mister Jerico (1970) (TV)","producer"
356304,"Witt, Anne-Catherine","Cheveux de ma mère, Les (2004)","executive producer"
356305,"Witt, Anne-Catherine","Cheveux de ma mère, Les (2004)","producer"
356948,"Wolkenstein, Oswald","Entscheidung im Eis - Eine Frau jagt den Mörder (2001) (TV)","co-producer"
357203,"Wong, Augusto","Grande Família, A","executive producer"
358052,"Woolfe, H. Bruce","Sons of the Sea (1925)","producer"
358766,"Wunderlich, Renner","Question of Values, A (1971)","producer"
358957,"Wyatt, Chris (II)","Day & Date","producer"
359284,"Xiaoming, Albert","Shadow Magic (2000)","associate producer"
359297,"Xue, Charles","Shadow Magic (2000)","executive producer"
359434,"Yahata, Craig","Jake 2.0: The Tech (2003) (TV)","associate producer"
359468,"Yakovou, John","New York Nick","producer"
359474,"Yalaz, Suat","Karaoglan - Camoka'nin intikami (1966)","producer"
359822,"Yang, Nina","Lei ting zhan jing (2000)","associate producer: U.S. segment"
360057,"Yates, Herbert J.","Thunderbirds (1952)","producer"
361030,"Young, Bob (IX)","Day & Date","1996-"
361094,"Young, Debbie (II)","Derren Brown Plays Russian Roulette Live (2003) (TV)","producer"
361284,"Young, Marvin (IV)","Youthquake! (1975)","associate producer"
362966,"Zeidman, B.F.","Grand Central Murder (1942)","producer"
363151,"Zelman, Daniel","They Nest (2000) (TV)","co-producer"
363429,"Zguridi, Aleksandr","Vo l'dakh okeana (1953)","producer"
363452,"Zhang, Xia","Shadow Magic (2000)","co-producer"
363849,"Zimbalist, Sam","Tarzan Finds a Son! (1939)","producer"
364096,"Zinner, Peter","Gun, a Car, a Blonde, A (1997)","co-producer"
364218,"Zito, David","Breakin' (1984)","producer"
